"HorseName","Birthday","Father","Mother","MotherFather","MotherMother","Sex","CoatColor","HorseNameMeaning","HorseOwner","Trainer","ProductionRanch","Origin"
"キャンディソング","2015-04-17 00:00:00","ダノンシャンティ","スイートクラフティ","Crafty Prospector","Gaelic Tune","牝","鹿毛　","飴（父名、母名より連想）＋歌。父母母、母母母名の一部","(株)ノルマンディーサラブレッドレーシング","田中清隆(美浦)","シンボリ牧場","日高町"
"タガノカレン","2015-04-07 00:00:00","ダイワメジャー","スマートレディー","ジャングルポケット","フロムファースト","牝","黒鹿毛","冠名＋可憐","八木良司","石坂公一(栗東)","(有)新冠タガノファーム","新冠町"
"ドロウアカード","2014-02-19 00:00:00","ダイワメジャー","アスドゥクール","ジャングルポケット","アイリッシュカーリ","牝","栗毛　","トランプカードを引く","(株)Ｇ１レーシング","角田晃一(栗東)","（有）社台コーポレーション白老ファーム","白老町"
"プリティマックス","2014-03-30 00:00:00","アドマイヤマックス","ビクトリーステップ","オジジアン","ミセスビクトリア","牝","栗毛　","最高に可愛い","丸岡啓一","菊川正達(美浦)","前谷武志","新ひだか町"
"ゴールドケープ","2014-03-03 00:00:00","ワークフォース","ジュエルオブナイル","デュランダル","レディオブチャド","牝","鹿毛　","アフリカに生息する蜘蛛の糸で紡いだ金色のケープより。母名より連想","(株)グリーンファーム","荒川義之(栗東)","社台ファーム","千歳市"
"リリカルドリーム","2015-02-12 00:00:00","ハードスパン","ドリームキセキ","フジキセキ","ドリームロッチ","牝","黒鹿毛","叙情詩的に美しく表現された＋母名の一部","水上行雄","土田稔(美浦)","笠松牧場","浦河町"
"メイショウサンアイ","2015-05-30 00:00:00","ディープインパクト","メイショウルイーズ","アフリート","フェアトゥザウインド","牝","鹿毛　","冠名＋三愛（三つの愛）","松本好雄","松永昌博(栗東)","三嶋牧場","浦河町"
"セイウンミツコ","2015-02-24 00:00:00","ベーカバド","ニシノメルモ","スペシャルウィーク","ナドラ","牝","黒鹿毛","冠名＋人名より","西山茂行","杉浦宏昭(美浦)","本桐牧場","新ひだか町"
"コンセッションズ","2015-04-09 00:00:00","ダイワメジャー","ケトルワンアップ","Victory Gallop","Bugs Rabbit","牝","栗毛　","ハワイ、オアフ島アラモアナビーチのサーフポイント","(株)ニッシンホールディングス","牧浦充徳(栗東)","下河辺牧場","日高町"
"シエルブラン","2014-04-28 00:00:00","ゼンノロブロイ","ファルネーゼ","フレンチデピュティ","ユーキャンドゥイット","牝","栗毛　","白い空（仏）","金山敏也","千田輝彦(栗東)","社台ファーム","千歳市"
"プリンシアブラスカ","2015-05-02 00:00:00","メイショウボーラー","ヤマカツジャスミン","フジキセキ","テスコヤマカツ","牝","栗毛　","冠名＋疾風（伊）","芳川貴行","高橋文雅(美浦)","北俣牧夫","浦河町"
"ペプチドリリー","2014-04-15 00:00:00","ダイワメジャー","レッドクローシュ","トニービン","ターキーレッド","牝","黒鹿毛","冠名＋百合。百合の花の様に美しく暑い時にも強く","沼川一彦","武英智(栗東)","杵臼牧場","浦河町"
"マンボスカイ","2014-03-09 00:00:00","ハーツクライ","ティエッチマンボ","Kingmambo","Brought to Mind","牝","黒鹿毛","マンボの空","吉田和美","斉藤崇史(栗東)","ノーザンファーム","安平町"
"ピースフルウィーク","2015-03-26 00:00:00","カンパニー","ハッピーウィーク","スペシャルウィーク","マイティーカラー","牝","栗毛　","平和な週間","小川勲","宮徹(栗東)","中原牧場","日高町"
"ゴールデンテソーロ","2015-04-08 00:00:00","ゴールドアリュール","カネツプリンセス","サクラバクシンオー","プロポーション","牝","栗毛　","金（父名より）＋冠名","了德寺健二ホールディングス(株)","畠山吉宏(美浦)","(株)カネツ牧場","日高町"
"マエガミ","2015-05-28 00:00:00","ナカヤマフェスタ","ホクトペンダント","パークリージエント","ホクトビーナス","牝","黒鹿毛","前髪。チャンスの女神は後ろ髪を持たない","副島義久","石毛善彦(美浦)","木戸口牧場","浦河町"
"キャスパリーグ","2014-05-05 00:00:00","ディープインパクト","レジェンドキャット","Storm Cat","Que Belle","牝","鹿毛　","アーサー王物語に登場する怪猫","杉山忠国","浅見秀一(栗東)","明治牧場","新ひだか町"
"チタンクレバー","2013-04-06 00:00:00","ベーカバド","ウインプラチナム","ゼンノエルシド","ダイヤモンドビコー","牝","青鹿毛","元素の一つ＋賢い","鈴木康弘","古賀史生(美浦)","村上欽哉","新冠町"
"カフジグローリー","2014-03-21 00:00:00","クリストワイニング","デンジャーマネー","マンハッタンカフェ","ウインクアットデエンジャー","牡","黒鹿毛","冠名＋栄光","加藤守","森田直行(栗東)","タイヘイ牧場","新ひだか町"
"キョウワベルナルド","2014-04-23 00:00:00","ロージズインメイ","キョウワオーシャン","コマンダーインチーフ","プティットイル","牡","鹿毛　","冠名＋強いという意味を持つ人名より","(有)協和牧場","佐々木晶三(栗東)","協和牧場","新冠町"
"アドマイヤカラット","2015-01-27 00:00:00","エイシンフラッシュ","ネオイリュージョン","ネオユニヴァース","マンファス","牝","青鹿毛","冠名＋宝石の質量単位","近藤利一","西村真幸(栗東)","ノーザンファーム","安平町"
"ムーンザムーン","2014-02-01 00:00:00","ローエングリン","アズサユミ","サンデーサイレンス","ファーストクラス","牝","鹿毛　","月","林正道","大久保龍志(栗東)","ノーザンファーム","安平町"
"ミーティアトレイル","2015-02-21 00:00:00","ネオユニヴァース","ラフィントレイル","エルコンドルパサー","ファビラスラフイン","牡","芦毛　","流星の飛跡。父名、母名より連想","(有)キャロットファーム","池添学(栗東)","ノーザンファーム","安平町"
"プリンセスアール","2015-02-22 00:00:00","ディープブリランテ","クルンプホルツ","シンボリクリスエス","ニシノエルハーブ","牝","栗毛　","王女＋イニシャルのＲより","岡田繁幸","和田勇介(美浦)","浜本牧場","日高町"
"ジェードグリーン","2014-03-12 00:00:00","カンパニー","ドレスデングリーン","アグネスタキオン","グリーンポーラ","せん","鹿毛　","翡翠色。母名より連想","(有)キャロットファーム","栗田徹(美浦)","ノーザンファーム","安平町"
"シンボリブーケ","2014-05-05 00:00:00","ワークフォース","レディパレード","マンハッタンカフェ","レディフェスタ","牝","鹿毛　","冠名＋花束（仏）","岡田壮史","石毛善彦(美浦)","シンボリ牧場","日高町"
"ジョーアラビカ","2014-04-23 00:00:00","ジョーカプチーノ","アクティブアクト","ダンスインザダーク","アクティブレディー","牡","芦毛　","冠名＋コーヒーの木の一種より","上田けい子","清水久詞(栗東)","杵臼斉藤牧場","浦河町"
"ルックスマート","2015-02-12 00:00:00","ヴィクトワールピサ","メイショウセイカ","クロフネ","チアズグレイス","牡","鹿毛　","洗練されている","平田修","小島茂之(美浦)","ヤナガワ牧場","日高町"
"ペガーズ","2014-03-19 00:00:00","スペシャルウィーク","アオゾラ","ムーンバラッド","グリーンヒルマック","牡","鹿毛　","天馬（仏）","(株)カナヤマホールディングス","中尾秀正(栗東)","ヒカル牧場","新冠町"
"ウインオルビット","2015-06-16 00:00:00","アイルハヴアナザー","マイネピュール","ジェニュイン","レデイスポート","牡","鹿毛　","冠名＋軌道（仏）","(株)ウイン","青木孝文(美浦)","コスモヴューファーム","新冠町"
"タガノスカイハイ","2015-03-04 00:00:00","ルーラーシップ","キープクワイエット","エアジハード","ビーサイレント","牡","鹿毛　","冠名＋空高く","八木良司","角田晃一(栗東)","(有)新冠タガノファーム","新冠町"
"マイネルザウバア","2014-04-10 00:00:00","スクリーンヒーロー","ラソーミュロワーズ","Kendor","Mercalle","牡","栗毛　","冠名＋清潔な、きれいな（独）","(株)サラブレッドクラブ・ラフィアン","小笠倫弘(美浦)","岡田スタツド","新ひだか町"
"マイネルズイーガー","2014-04-09 00:00:00","アイルハヴアナザー","マイネカンナ","アグネスタキオン","タカラカンナ","牡","栗毛　","冠名＋勝利者（独）","(株)サラブレッドクラブ・ラフィアン","武藤善則(美浦)","ビッグレッドファーム","新冠町"
"ワイプティアーズ","2015-05-10 00:00:00","ダイワメジャー","ナミダガキラリ","Fusaichi Pegasus","Leading Light","牡","栗毛　","涙を拭いて","吉田照哉","加用正(栗東)","社台ファーム","千歳市"
"アリスカン","2014-04-23 00:00:00","キングヘイロー","サララ","アドマイヤベガ","ジンジャーリリー","牡","黒鹿毛","極楽への道（ラテン語）","髙瀬真尚","田島俊明(美浦)","本間牧場","日高町"
"ビービーシールズ","2015-05-31 00:00:00","ハードスパン","オールザチャット","Westminster","Rory's Helen","牡","黒鹿毛","冠名＋アメリカ海軍特殊部隊の名より","(有)坂東牧場","加用正(栗東)","坂東牧場","平取町"
"ソルフェージュ","2015-05-03 00:00:00","オルフェーヴル","モンテドーター","ブライアンズタイム","カディザデー","牡","鹿毛　","楽譜を読むことを中心とした基礎訓練。リズミカルに走る馬","ライオンレースホース(株)","石毛善彦(美浦)","タイヘイ牧場","新ひだか町"
"グリトニル","2014-02-16 00:00:00","ナカヤマフェスタ","ファーストサイト","メジロライアン","スギノシャーロット","牡","鹿毛　","「輝けるもの」の意味を持つ北欧神話に登場する宮殿","栗本博晴","星野忍(美浦)","明治牧場","新ひだか町"
"レッドヴェルサス","2013-05-16 00:00:00","スウィフトカレント","ディソサード","Dixieland Band","I'm Out","牡","鹿毛　","冠名＋対する（伊）。屈強なライバルにも臆することなく立ち向かう","(株)東京ホースレーシング","橋口慎介(栗東)","社台ファーム","千歳市"
"ミトノブラック","2015-02-27 00:00:00","ゴールドヘイロー","ブーケトウショウ","サクラバクシンオー","マザートウショウ","牡","青鹿毛","冠名＋黒","ロイヤルパーク","杉山晴紀(栗東)","トウショウ産業(株)トウショウ牧場","新ひだか町"
"シュンクルーズ","2012-04-09 00:00:00","タイキシャトル","タイキミューズ","スペシャルウィーク","サブミッション","牡","黒鹿毛","人名より＋航海","村田滋","柄崎孝(美浦)","パカパカファーム","新冠町"
"トウシンタイガー","2013-02-06 00:00:00","ゴールドアリュール","ライブリーチューン","Dixieland Band","Extravagant Woman","せん","鹿毛　","冠名＋虎","(株)サトー","山内研二(栗東)","社台ファーム","千歳市"
"メンターモード","2014-03-24 00:00:00","ルーラーシップ","プロヴィナージュ","フレンチデピュティ","ボーンスター","牡","鹿毛　","優れた指導者になる＋方法","青山洋一","藤岡健一(栗東)","社台ファーム","千歳市"
